kills,deaths,assists,dragons,opp_dragons,elders,opp_elders,heralds,opp_heralds,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,gold_diff,side
15,9,37,3,1,0,0,0,2,2,0,11,6,4,1,3.332,1
22,9,44,2,2,0,0,2,0,1,0,10,0,2,0,13.431,0
9,22,17,2,2,0,0,0,2,0,1,0,10,0,2,-13.431,1
5,20,9,0,2,0,0,1,1,0,0,1,7,0,1,-10.881,0
20,5,28,2,0,0,0,1,1,0,0,7,1,1,0,10.881,1
19,12,44,3,1,0,0,0,2,1,0,7,4,1,0,2.872,0
11,20,22,1,3,0,0,2,0,0,1,4,7,0,1,-2.872,1
15,9,35,3,1,0,0,2,0,1,0,8,0,1,0,8.943,0
9,15,19,1,3,0,0,0,2,0,1,0,8,0,1,-8.943,1
23,28,37,2,3,0,0,2,0,0,2,5,7,0,1,-5.093,0
28,23,69,3,2,0,0,0,2,2,0,7,5,1,0,5.093,1
5,20,7,0,3,0,0,0,2,0,1,3,11,0,3,-10.878,0
20,5,46,3,0,0,0,2,0,1,0,11,3,3,0,10.878,1
5,20,7,0,2,0,0,1,1,0,0,2,7,0,1,-7.66,0
19,5,34,2,0,0,0,1,1,0,0,7,2,1,0,7.66,1
16,25,29,1,4,0,0,1,1,0,1,2,8,0,1,-12.69,0
25,16,59,4,1,0,0,1,1,1,0,8,2,1,0,12.69,1
10,12,19,2,3,0,0,2,0,0,1,3,9,0,1,-9.713,0
12,10,26,3,2,0,0,0,2,1,0,9,3,1,0,9.713,1
20,15,44,2,3,0,0,2,0,2,0,9,2,1,0,11.593,0
15,20,33,3,2,0,0,0,2,0,2,2,9,0,1,-11.593,1
14,7,32,2,1,0,0,1,1,1,0,8,1,1,0,11.737,0
7,14,18,1,2,0,0,1,1,0,1,1,8,0,1,-11.737,1
11,17,23,2,2,0,0,2,0,0,1,4,7,0,1,-8.82,0
17,11,36,2,2,0,0,0,2,1,0,7,4,1,0,8.82,1
7,17,17,1,3,0,0,1,1,0,1,2,11,0,3,-13.481,0
17,7,33,3,1,0,0,1,1,1,0,11,2,3,0,13.481,1
4,12,7,2,4,0,0,0,2,0,2,3,10,0,2,-6.238,0
12,4,29,4,2,0,0,2,0,2,0,10,3,2,0,6.238,1
8,18,22,0,4,0,0,0,2,0,1,0,10,0,2,-11.622,0
18,9,50,4,0,0,0,2,0,1,0,10,0,2,0,11.622,1
16,17,33,3,1,0,0,0,2,1,1,8,7,1,1,-1.685,0
16,16,35,1,3,0,0,2,0,1,1,7,8,1,1,1.685,1
20,7,47,2,3,0,0,1,1,1,0,8,1,1,0,11.707,0
7,20,15,3,2,0,0,1,1,0,1,1,8,0,1,-11.707,1
7,3,15,3,0,0,0,1,1,0,0,6,1,1,0,3.877,0
3,7,6,0,3,0,0,1,1,0,0,1,6,0,1,-3.877,1
10,21,17,1,1,0,0,0,2,0,1,3,8,0,1,-11.02,0
21,10,55,1,1,0,0,2,0,1,0,8,3,1,0,11.02,1
18,18,46,2,2,0,0,2,0,1,0,7,5,1,0,2.03,0
18,18,40,2,2,0,0,0,2,0,1,5,7,0,1,-2.03,1
16,9,31,1,2,0,0,2,0,1,0,10,1,1,0,10.228,0
9,16,10,2,1,0,0,0,2,0,1,1,10,0,1,-10.228,1
21,8,50,1,2,0,0,2,0,1,0,9,0,1,0,14.307,0
8,21,23,2,1,0,0,0,2,0,1,0,9,0,1,-14.307,1
11,16,32,3,3,0,0,2,0,1,1,5,7,0,1,-3.75,0
16,11,46,3,3,0,0,0,2,1,1,7,5,1,0,3.75,1
19,35,48,1,4,0,0,2,0,2,1,5,9,0,2,-5.703,0
35,19,105,4,1,0,0,0,2,1,2,9,5,2,0,5.703,1
2,14,3,0,3,0,0,2,0,0,1,2,7,0,1,-8.611,0
14,2,29,3,0,0,0,0,2,1,0,7,2,1,0,8.611,1
13,6,32,1,3,0,0,0,2,2,0,10,4,1,0,9.932,0
6,13,15,3,1,0,0,2,0,0,2,4,10,0,1,-9.932,1
11,21,24,1,4,0,0,1,1,0,2,4,8,0,1,-9.742,0
21,11,50,4,1,0,0,1,1,2,0,8,4,1,0,9.742,1
21,8,39,5,0,1,0,2,0,1,1,9,3,1,0,12.748,0
8,21,21,0,5,0,1,0,2,1,1,3,9,0,1,-12.748,1
15,29,32,2,2,0,0,1,1,1,0,2,8,0,1,-7.41,0
29,15,72,2,2,0,0,1,1,0,1,8,2,1,0,7.41,1
15,10,44,1,4,0,0,1,1,3,0,9,6,1,0,9.74,0
10,15,17,4,1,0,0,1,1,0,3,6,9,0,1,-9.74,1
17,17,41,2,3,0,0,2,0,1,1,6,8,0,1,-4,0
17,17,33,3,2,0,0,0,2,1,1,8,6,1,0,4,1
6,20,13,0,3,0,0,0,2,0,1,2,8,0,1,-11.462,0
20,6,49,3,0,0,0,2,0,1,0,8,2,1,0,11.462,1
16,5,41,3,0,0,0,2,0,1,0,11,1,2,0,13.414,0
5,16,7,0,3,0,0,0,2,0,1,1,11,0,2,-13.414,1
2,13,5,1,2,0,0,0,2,0,0,0,9,0,2,-12.185,0
13,2,22,2,1,0,0,2,0,0,0,9,0,2,0,12.185,1
9,22,9,1,3,0,0,1,1,0,1,2,10,0,2,-15.465,0
22,9,39,3,1,0,0,1,1,1,0,10,2,2,0,15.465,1
17,3,43,4,0,0,0,0,2,1,0,9,2,2,0,11.699,0
3,17,11,0,4,0,0,2,0,0,1,2,9,0,2,-11.699,1
9,9,20,1,2,0,0,2,0,0,0,6,1,1,0,2.794,0
9,9,22,2,1,0,0,0,2,0,0,1,6,0,1,-2.794,1
9,12,22,1,2,0,0,1,1,0,0,0,6,0,1,-6.105,0
12,10,37,2,1,0,0,1,1,0,0,6,0,1,0,6.105,1
16,7,41,3,1,0,0,1,1,1,0,10,3,2,0,11.049,0
7,16,18,1,3,0,0,1,1,0,1,3,10,0,2,-11.049,1
9,16,26,2,3,0,0,1,1,1,1,5,8,0,1,-4.585,0
16,9,55,3,2,0,0,1,1,1,1,8,5,1,0,4.585,1
16,6,45,3,1,0,0,2,0,1,0,7,3,1,0,7.389,0
6,16,12,1,3,0,0,0,2,0,1,3,7,0,1,-7.389,1
11,18,29,3,4,0,0,1,1,0,2,4,7,0,1,-8.568,0
18,11,46,4,3,0,0,1,1,2,0,7,4,1,0,8.568,1
17,29,43,1,4,0,0,1,1,0,2,1,11,0,2,-10.896,0
29,17,73,4,1,0,0,1,1,2,0,11,1,2,0,10.896,1
23,14,63,3,4,0,0,1,1,0,2,7,6,1,0,2.325,0
14,23,31,4,3,0,0,1,1,2,0,6,7,0,1,-2.325,1
4,14,8,0,4,0,0,2,0,0,1,2,7,0,1,-9.343,0
14,4,30,4,0,0,0,0,2,1,0,7,2,1,0,9.343,1
20,8,38,5,0,1,0,1,1,2,0,11,0,3,0,15.078,0
8,20,20,0,5,0,1,1,1,0,2,0,11,0,3,-15.078,1
16,11,39,4,1,0,1,1,1,2,0,10,3,3,0,5.884,0
11,16,22,1,4,1,0,1,1,0,2,3,10,0,3,-5.884,1
13,4,25,2,2,0,0,1,1,0,0,7,1,1,0,9.241,0
4,13,8,2,2,0,0,1,1,0,0,1,7,0,1,-9.241,1
16,11,41,4,1,0,0,1,1,1,0,10,1,2,0,9.684,0
11,16,22,1,4,0,0,1,1,0,1,1,10,0,2,-9.684,1
12,3,23,3,0,0,0,2,0,1,0,10,0,2,0,13.744,0
3,12,4,0,3,0,0,0,2,0,1,0,10,0,2,-13.744,1
1,11,1,1,2,0,0,1,1,0,1,2,8,0,1,-9.028,0
11,1,21,2,1,0,0,1,1,1,0,8,2,1,0,9.028,1
12,6,35,3,1,0,0,0,2,1,0,9,3,2,0,6.696,0
6,12,15,1,3,0,0,2,0,0,1,3,9,0,2,-6.696,1
21,8,46,4,0,0,0,2,0,2,0,11,2,4,0,14.63,0
8,21,12,0,4,0,0,0,2,0,2,2,11,0,4,-14.63,1
10,2,26,3,1,0,0,2,0,1,0,8,2,1,0,7.775,0
2,10,5,1,3,0,0,0,2,0,1,2,8,0,1,-7.775,1
11,0,31,4,0,0,0,1,1,1,0,9,2,2,0,14.239,0
0,11,0,0,4,0,0,1,1,0,1,2,9,0,2,-14.239,1
6,22,10,1,3,0,0,0,2,0,2,3,10,0,2,-14.316,0
22,6,61,3,1,0,0,2,0,2,0,10,3,2,0,14.316,1
19,16,51,5,1,1,0,1,1,1,2,9,5,2,0,5.986,0
16,19,49,1,5,0,1,1,1,2,1,5,9,0,2,-5.986,1
5,13,9,1,3,0,0,1,1,0,1,0,11,0,3,-15.629,0
13,5,36,3,1,0,0,1,1,1,0,11,0,3,0,15.629,1
11,0,33,3,1,0,0,1,1,1,0,9,2,1,0,11.719,0
0,11,0,1,3,0,0,1,1,0,1,2,9,0,1,-11.719,1
9,3,26,4,1,0,0,1,1,0,1,7,5,1,0,4.44,0
2,9,3,1,4,0,0,1,1,1,0,5,7,0,1,-4.44,1
5,15,5,0,4,0,0,1,1,0,2,1,10,0,2,-14.213,0
15,5,28,4,0,0,0,1,1,2,0,10,1,2,0,14.213,1
20,3,53,3,1,0,0,1,1,1,0,9,1,1,0,12.518,0
3,20,9,1,3,0,0,1,1,0,1,1,9,0,1,-12.518,1
12,2,31,2,1,0,0,2,0,1,0,9,0,1,0,17.847,0
2,12,7,1,2,0,0,0,2,0,1,0,9,0,1,-17.847,1
0,13,0,0,4,0,0,2,0,0,1,3,9,0,1,-9.589,0
13,0,27,4,0,0,0,0,2,1,0,9,3,1,0,9.589,1
14,7,41,2,4,0,0,1,1,2,1,11,7,3,1,4.416,0
7,14,25,4,2,0,0,1,1,1,2,7,11,1,3,-4.416,1
8,3,14,4,0,0,0,2,0,1,0,10,1,2,0,12.947,0
3,8,6,0,4,0,0,0,2,0,1,1,10,0,2,-12.947,1
8,5,26,3,1,0,0,2,0,1,0,8,1,1,0,9.895,0
4,8,8,1,3,0,0,0,2,0,1,1,8,0,1,-9.895,1
11,2,38,3,1,0,0,2,0,1,0,9,1,2,0,10.395,0
2,11,5,1,3,0,0,0,2,0,1,1,9,0,2,-10.395,1
6,18,12,1,1,0,0,1,1,0,1,1,9,0,2,-11.648,0
18,6,56,1,1,0,0,1,1,1,0,9,1,2,0,11.648,1
8,2,22,4,0,0,0,1,1,0,0,7,1,1,0,7.788,0
2,8,5,0,4,0,0,1,1,0,0,1,7,0,1,-7.788,1
5,11,15,0,5,0,1,1,1,1,0,0,10,0,1,-11.082,0
11,5,29,5,0,1,0,1,1,0,1,10,0,1,0,11.082,1
2,13,5,0,3,0,0,0,2,0,0,0,7,0,1,-15.227,0
13,2,32,3,0,0,0,2,0,0,0,7,0,1,0,15.227,1
13,13,32,1,4,1,0,2,0,1,0,7,1,1,0,6.255,0
13,13,48,4,1,0,1,0,2,0,1,1,7,0,1,-6.255,1
20,11,60,3,3,0,0,1,1,1,2,8,5,1,0,4.763,0
11,20,21,3,3,0,0,1,1,2,1,5,8,0,1,-4.763,1
16,10,33,2,2,0,0,0,2,1,0,6,2,1,0,7.524,0
10,16,26,2,2,0,0,2,0,0,1,2,6,0,1,-7.524,1
17,8,38,3,1,0,0,2,0,1,0,11,1,3,0,10.581,0
8,17,16,1,3,0,0,0,2,0,1,1,11,0,3,-10.581,1
15,11,45,4,1,0,0,1,1,0,0,6,3,1,0,0.126,0
11,15,23,1,4,0,0,1,1,0,0,3,6,0,1,-0.126,1
17,1,32,3,0,0,0,2,0,0,0,7,1,1,0,11.623,0
1,17,2,0,3,0,0,0,2,0,0,1,7,0,1,-11.623,1
3,16,3,0,3,0,0,0,2,0,1,0,9,0,2,-15.862,0
16,4,30,3,0,0,0,2,0,1,0,9,0,2,0,15.862,1
15,14,40,2,3,0,0,1,1,2,0,10,5,2,0,5.475,0
14,15,31,3,2,0,0,1,1,0,2,5,10,0,2,-5.475,1
1,12,1,1,2,0,0,1,1,0,1,2,8,0,1,-11.324,0
12,1,27,2,1,0,0,1,1,1,0,8,2,1,0,11.324,1
9,5,26,2,2,0,0,2,0,1,0,7,2,1,0,6.753,0
5,9,9,2,2,0,0,0,2,0,1,2,7,0,1,-6.753,1
21,11,54,2,2,0,0,2,0,2,0,10,3,2,0,12.003,0
11,21,33,2,2,0,0,0,2,0,2,3,10,0,2,-12.003,1
10,1,29,4,0,0,0,1,1,1,0,11,1,3,0,10.679,0
1,10,3,0,4,0,0,1,1,0,1,1,11,0,3,-10.679,1
16,0,36,3,0,0,0,2,0,1,0,8,0,1,0,14.779,0
0,16,0,0,3,0,0,0,2,0,1,0,8,0,1,-14.779,1
0,17,0,0,4,0,0,1,1,0,1,1,11,0,3,-14.959,0
17,0,26,4,0,0,0,1,1,1,0,11,1,3,0,14.959,1
16,15,46,3,3,0,0,1,1,1,1,9,5,1,1,3.11,0
14,16,33,3,3,0,0,1,1,1,1,5,9,1,1,-3.11,1
6,18,9,0,4,0,0,2,0,0,1,1,11,0,3,-10.939,0
18,6,37,4,0,0,0,0,2,1,0,11,1,3,0,10.939,1
11,3,25,3,1,0,0,2,0,2,0,10,2,2,0,11.991,0
3,11,6,1,3,0,0,0,2,0,2,2,10,0,2,-11.991,1
10,4,23,4,1,0,0,2,0,0,0,8,1,1,0,6.912,0
4,10,8,1,4,0,0,0,2,0,0,1,8,0,1,-6.912,1
4,8,9,0,4,0,0,1,1,0,1,1,9,0,2,-7.609,0
8,4,16,4,0,0,0,1,1,1,0,9,1,2,0,7.609,1
9,25,14,0,4,0,0,1,1,0,1,1,10,0,2,-17.019,0
25,9,41,4,0,0,0,1,1,1,0,10,1,2,0,17.019,1
4,12,7,1,4,0,0,1,1,1,1,2,9,0,1,-7.087,0
12,4,28,4,1,0,0,1,1,1,1,9,2,1,0,7.087,1
3,12,6,1,4,0,0,1,1,0,2,3,11,0,3,-7.337,0
12,3,21,4,1,0,0,1,1,2,0,11,3,3,0,7.337,1
23,19,53,3,2,0,0,2,0,2,1,10,7,5,1,-2.643,0
19,23,46,2,3,0,0,0,2,1,2,7,10,1,5,2.643,1
10,16,20,0,4,0,0,2,0,0,2,6,8,0,1,-7.075,0
16,10,43,4,0,0,0,0,2,2,0,8,6,1,0,7.075,1
5,10,8,0,4,0,0,2,0,0,1,2,10,0,2,-11.553,0
10,5,22,4,0,0,0,0,2,1,0,10,2,2,0,11.553,1
3,11,9,2,2,0,0,1,1,0,2,0,10,0,2,-14.437,0
11,3,24,2,2,0,0,1,1,2,0,10,0,2,0,14.437,1
4,23,8,0,3,0,0,0,2,0,1,2,10,0,1,-16.059,0
23,4,56,3,0,0,0,2,0,1,0,10,2,1,0,16.059,1
4,16,8,0,4,0,0,2,0,0,1,1,10,0,2,-12.867,0
16,4,41,4,0,0,0,0,2,1,0,10,1,2,0,12.867,1
1,16,2,0,2,0,0,0,2,0,0,0,11,0,3,-18.341,0
16,1,30,2,0,0,0,2,0,0,0,11,0,3,0,18.341,1
20,19,47,3,2,0,0,1,1,1,2,4,11,0,2,-7.753,0
19,20,49,2,3,0,0,1,1,2,1,11,4,2,0,7.753,1
10,18,27,2,3,0,0,1,1,0,2,4,8,0,1,-8.206,0
18,10,53,3,2,0,0,1,1,2,0,8,4,1,0,8.206,1
18,3,57,3,2,0,0,1,1,2,0,11,2,3,0,15.887,0
3,18,5,2,3,0,0,1,1,0,2,2,11,0,3,-15.887,1
14,9,35,3,1,0,0,1,1,1,1,8,4,1,0,7.612,0
9,14,19,1,3,0,0,1,1,1,1,4,8,0,1,-7.612,1
9,2,20,2,2,0,0,0,2,1,0,7,3,1,0,4.426,0
2,9,6,2,2,0,0,2,0,0,1,3,7,0,1,-4.426,1
12,12,24,4,3,0,1,2,0,0,2,6,9,0,1,-4.237,0
12,12,31,3,4,1,0,0,2,2,0,9,6,1,0,4.237,1
6,13,12,2,4,0,0,1,1,1,2,2,9,0,1,-13.274,0
13,6,23,4,2,0,0,1,1,2,1,9,2,1,0,13.274,1
3,14,6,2,1,0,0,0,2,0,1,0,10,0,2,-14.126,0
14,4,38,1,2,0,0,2,0,1,0,10,0,2,0,14.126,1
6,15,10,0,4,0,0,1,1,0,1,2,10,0,2,-10.066,0
15,6,34,4,0,0,0,1,1,1,0,10,2,2,0,10.066,1
15,27,33,0,5,0,1,2,0,1,0,6,9,0,1,-5.058,0
27,15,70,5,0,1,0,0,2,0,1,9,6,1,0,5.058,1
16,12,30,3,3,0,0,1,1,1,1,9,4,1,0,2.963,0
12,16,37,3,3,0,0,1,1,1,1,4,9,0,1,-2.963,1
21,7,53,2,2,0,0,2,0,2,0,11,0,3,0,18.61,0
7,21,16,2,2,0,0,0,2,0,2,0,11,0,3,-18.61,1
24,10,56,3,0,0,0,1,1,1,0,8,0,1,0,14.509,0
10,24,28,0,3,0,0,1,1,0,1,0,8,0,1,-14.509,1
10,11,26,3,3,0,0,0,2,1,0,4,10,0,1,-4.884,0
11,10,27,3,3,0,0,2,0,0,1,10,4,1,0,4.884,1
2,15,3,0,4,0,0,0,2,0,1,0,9,0,1,-14.697,0
15,3,27,4,0,0,0,2,0,1,0,9,0,1,0,14.697,1
14,6,26,4,1,0,0,2,0,1,0,10,3,2,0,7.959,0
6,14,11,1,4,0,0,0,2,0,1,3,10,0,2,-7.959,1
9,12,18,0,4,0,0,2,0,0,1,1,11,0,3,-9.164,0
12,9,19,4,0,0,0,0,2,1,0,11,1,3,0,9.164,1
15,11,39,4,0,0,0,1,1,1,1,11,1,3,0,10.864,0
11,15,29,0,4,0,0,1,1,1,1,1,11,0,3,-10.864,1
18,8,53,3,2,0,0,0,2,1,0,11,3,4,0,8.44,0
8,18,23,2,3,0,0,2,0,0,1,3,11,0,4,-8.44,1
26,18,63,4,3,0,0,1,1,1,1,9,8,1,2,6.367,0
18,26,40,3,4,0,0,1,1,1,1,8,9,2,1,-6.367,1
10,3,19,4,0,0,0,1,1,2,0,10,2,3,0,10.984,0
3,10,5,0,4,0,0,1,1,0,2,2,10,0,3,-10.984,1
10,22,28,0,4,0,0,1,1,0,1,2,9,0,2,-9.464,0
21,10,52,4,0,0,0,1,1,1,0,9,2,2,0,9.464,1
10,15,27,1,4,1,0,1,1,2,0,8,7,2,2,2.642,0
15,11,47,4,1,0,1,1,1,0,2,7,8,2,2,-2.642,1
3,15,6,0,4,0,0,0,2,0,1,1,11,0,3,-12.756,0
15,3,26,4,0,0,0,2,0,1,0,11,1,3,0,12.756,1
16,18,42,3,2,0,0,0,2,1,1,10,5,3,0,2.605,0
18,16,29,2,3,0,0,2,0,1,1,5,10,0,3,-2.605,1
25,8,71,4,1,0,0,2,0,0,1,9,2,1,0,9.4,0
8,25,22,1,4,0,0,0,2,1,0,2,9,0,1,-9.4,1
11,8,35,3,2,0,0,1,1,0,2,6,6,1,0,-1.349,0
8,11,22,2,3,0,0,1,1,2,0,6,6,0,1,1.349,1
15,8,38,5,0,1,0,1,1,2,0,11,4,3,0,10.517,0
8,15,16,0,5,0,1,1,1,0,2,4,11,0,3,-10.517,1
7,16,19,2,4,0,0,1,1,1,2,7,10,1,1,-6.722,0
16,7,42,4,2,0,0,1,1,2,1,10,7,1,1,6.722,1
13,6,33,2,2,0,0,2,0,1,0,9,2,1,0,9.345,0
6,13,11,2,2,0,0,0,2,0,1,2,9,0,1,-9.345,1
4,18,10,0,4,0,0,2,0,1,0,3,9,0,1,-6.998,0
18,4,43,4,0,0,0,0,2,0,1,9,3,1,0,6.998,1
5,19,6,0,3,0,0,2,0,0,1,1,11,0,3,-14.082,0
19,5,43,3,0,0,0,0,2,1,0,11,1,3,0,14.082,1
10,19,34,1,3,0,0,1,1,0,1,1,9,0,1,-11.265,0
19,10,46,3,1,0,0,1,1,1,0,9,1,1,0,11.265,1
22,6,55,2,2,0,0,2,0,1,0,9,0,1,0,16.995,0
6,22,14,2,2,0,0,0,2,0,1,0,9,0,1,-16.995,1
19,4,46,3,1,0,0,2,0,1,0,9,1,1,0,15.247,0
4,19,10,1,3,0,0,0,2,0,1,1,9,0,1,-15.247,1
7,18,11,1,3,0,0,1,1,0,1,1,9,0,1,-11.95,0
18,7,42,3,1,0,0,1,1,1,0,9,1,1,0,11.95,1
4,20,11,1,2,0,0,0,2,0,1,1,9,0,1,-16.424,0
20,4,52,2,1,0,0,2,0,1,0,9,1,1,0,16.424,1
11,0,21,3,0,0,0,1,1,1,0,8,1,1,0,14.017,0
0,11,0,0,3,0,0,1,1,0,1,1,8,0,1,-14.017,1
2,15,4,1,3,0,0,2,0,0,1,2,11,0,3,-12.687,0
15,2,37,3,1,0,0,0,2,1,0,11,2,3,0,12.687,1
9,9,19,2,3,0,0,2,0,2,0,10,0,1,0,10.284,0
9,9,21,3,2,0,0,0,2,0,2,0,10,0,1,-10.284,1
4,17,7,0,3,0,0,1,1,0,1,1,7,0,1,-11.436,0
17,4,40,3,0,0,0,1,1,1,0,7,1,1,0,11.436,1
5,17,13,0,4,0,0,1,1,0,1,2,8,0,1,-9.725,0
17,5,46,4,0,0,0,1,1,1,0,8,2,1,0,9.725,1
10,23,20,1,3,0,0,1,1,0,1,1,9,0,1,-14.888,0
23,10,58,3,1,0,0,1,1,1,0,9,1,1,0,14.888,1
3,12,9,0,4,0,0,1,1,0,1,2,9,0,1,-11.365,0
12,3,34,4,0,0,0,1,1,1,0,9,2,1,0,11.365,1
22,26,55,3,2,0,0,0,2,2,1,11,3,5,0,-3.585,0
26,22,62,2,3,0,0,2,0,1,2,3,11,0,5,3.585,1
16,9,49,3,2,0,0,2,0,3,0,9,3,1,0,10.53,0
9,16,27,2,3,0,0,0,2,0,3,3,9,0,1,-10.53,1
14,2,32,4,0,0,0,0,2,1,1,11,2,3,0,11.475,0
2,14,4,0,4,0,0,2,0,1,1,2,11,0,3,-11.475,1
16,25,35,0,4,0,0,2,0,1,1,4,10,0,1,-8.379,0
25,16,72,4,0,0,0,0,2,1,1,10,4,1,0,8.379,1
23,8,53,5,0,1,0,1,1,2,0,9,1,2,0,17.858,0
8,23,17,0,5,0,1,1,1,0,2,1,9,0,2,-17.858,1
4,18,9,0,4,0,0,1,1,0,1,2,10,0,3,-10.476,0
18,4,42,4,0,0,0,1,1,1,0,10,2,3,0,10.476,1
22,16,50,2,3,0,0,1,1,1,1,9,4,2,0,8.33,0
16,22,40,3,2,0,0,1,1,1,1,4,9,0,2,-8.33,1
17,13,28,2,3,0,0,2,0,2,0,9,3,1,0,8.731,0
13,17,26,3,2,0,0,0,2,0,2,3,9,0,1,-8.731,1
6,10,14,1,4,0,0,1,1,0,1,3,8,0,1,-6.369,0
10,6,31,4,1,0,0,1,1,1,0,8,3,1,0,6.369,1
5,18,10,2,3,0,0,1,1,0,3,4,11,0,6,-9.999,0
18,5,55,3,2,0,0,1,1,3,0,11,4,6,0,9.999,1
10,14,20,1,3,0,0,1,1,0,1,4,7,0,1,-7.492,0
14,10,33,3,1,0,0,1,1,1,0,7,4,1,0,7.492,1
8,20,16,2,2,0,0,1,1,0,2,4,10,0,2,-8.299,0
20,8,43,2,2,0,0,1,1,2,0,10,4,2,0,8.299,1
4,10,8,1,3,0,0,2,0,0,1,2,9,0,1,-8.95,0
10,4,32,3,1,0,0,0,2,1,0,9,2,1,0,8.95,1
8,3,18,4,0,0,0,1,1,2,0,8,2,2,0,7.823,0
3,8,9,0,4,0,0,1,1,0,2,2,8,0,2,-7.823,1
11,2,30,3,0,0,0,2,0,0,0,7,2,1,0,9.648,0
2,11,4,0,3,0,0,0,2,0,0,2,7,0,1,-9.648,1
3,16,9,0,4,0,0,1,1,0,1,1,8,0,1,-11.655,0
16,3,37,4,0,0,0,1,1,1,0,8,1,1,0,11.655,1
7,22,13,1,3,0,0,2,0,0,1,3,7,0,1,-8.684,0
22,7,72,3,1,0,0,0,2,1,0,7,3,1,0,8.684,1
4,19,4,0,4,0,0,1,1,0,1,3,11,0,3,-10.558,0
19,4,47,4,0,0,0,1,1,1,0,11,3,3,0,10.558,1
20,8,46,3,2,0,0,1,1,1,0,9,2,1,0,9.679,0
8,20,17,2,3,0,0,1,1,0,1,2,9,0,1,-9.679,1
4,19,10,0,4,0,0,0,2,0,1,1,9,0,1,-13.99,0
19,4,52,4,0,0,0,2,0,1,0,9,1,1,0,13.99,1
6,17,16,0,4,0,0,0,2,0,1,1,11,0,3,-12.01,0
17,6,41,4,0,0,0,2,0,1,0,11,1,3,0,12.01,1
7,22,17,1,2,0,0,2,0,0,1,3,10,0,2,-10.341,0
22,7,54,2,1,0,0,0,2,1,0,10,3,2,0,10.341,1
11,4,25,3,1,0,0,1,1,1,0,9,0,2,0,10.525,0
4,11,14,1,3,0,0,1,1,0,1,0,9,0,2,-10.525,1
16,10,41,2,3,0,0,2,0,2,0,8,2,1,0,7.624,0
10,16,28,3,2,0,0,0,2,0,2,2,8,0,1,-7.624,1
6,14,13,2,4,0,0,0,2,0,2,4,8,0,1,-8.768,0
14,6,38,4,2,0,0,2,0,2,0,8,4,1,0,8.768,1
9,17,25,2,3,0,0,2,0,1,0,3,9,0,2,-8.281,0
17,9,47,3,2,0,0,0,2,0,1,9,3,2,0,8.281,1
5,12,13,0,4,0,0,0,2,0,1,1,10,0,2,-12.658,0
12,5,28,4,0,0,0,2,0,1,0,10,1,2,0,12.658,1
15,8,38,5,1,1,1,0,2,2,1,10,5,2,0,7.499,0
8,15,25,1,5,1,1,2,0,1,2,5,10,0,2,-7.499,1
13,8,37,4,2,0,0,1,1,1,1,9,4,1,0,4.436,0
8,13,22,2,4,0,0,1,1,1,1,4,9,0,1,-4.436,1
5,14,12,3,3,0,0,1,1,1,1,5,11,0,3,-9.182,0
14,5,43,3,3,0,0,1,1,1,1,11,5,3,0,9.182,1
11,14,27,2,3,0,0,1,1,1,1,7,6,1,0,1.833,0
14,11,31,3,2,0,0,1,1,1,1,6,7,0,1,-1.833,1
6,18,8,1,3,0,0,1,1,0,2,3,11,0,2,-14.334,0
18,6,42,3,1,0,0,1,1,2,0,11,3,2,0,14.334,1
7,17,17,0,4,0,0,1,1,0,2,5,10,0,2,-11.167,0
17,7,38,4,0,0,0,1,1,2,0,10,5,2,0,11.167,1
13,19,31,3,3,0,0,1,1,2,1,8,7,1,1,-0.263,0
19,13,47,3,3,0,0,1,1,1,2,7,8,1,1,0.263,1
6,4,21,2,1,0,0,0,2,1,0,7,2,1,0,8.689,0
4,6,4,1,2,0,0,2,0,0,1,2,7,0,1,-8.689,1
8,13,22,2,3,0,0,0,2,0,1,4,10,0,3,-5.692,0
13,8,30,3,2,0,0,2,0,1,0,10,4,3,0,5.692,1
19,4,47,2,2,0,0,1,0,1,0,11,2,2,0,12.023,0
4,19,12,2,2,0,0,0,1,0,1,2,11,0,2,-12.023,1
4,15,12,0,5,0,1,1,1,0,2,4,11,0,4,-11.859,0
15,4,39,5,0,1,0,1,1,2,0,11,4,4,0,11.859,1
6,18,14,0,4,0,0,0,2,0,1,3,7,0,1,-10.641,0
18,6,52,4,0,0,0,2,0,1,0,7,3,1,0,10.641,1
15,7,43,4,1,0,0,0,2,1,0,7,5,1,0,3.039,0
7,15,18,1,4,0,0,2,0,0,1,5,7,0,1,-3.039,1
16,1,30,4,0,0,0,1,1,1,0,10,1,2,0,11.618,0
1,16,3,0,4,0,0,1,1,0,1,1,10,0,2,-11.618,1
13,4,33,3,1,0,0,2,0,1,0,10,1,2,0,14.36,0
4,13,9,1,3,0,0,0,2,0,1,1,10,0,2,-14.36,1
13,11,35,3,4,1,0,1,1,2,1,9,6,2,0,5.285,0
11,13,31,4,3,0,1,1,1,1,2,6,9,0,2,-5.285,1
22,13,58,4,4,0,1,2,0,3,1,10,5,3,1,4.44,0
13,22,34,4,4,1,0,0,2,1,3,5,10,1,3,-4.44,1
16,7,40,3,2,0,0,2,0,2,0,11,1,2,0,14.853,0
7,16,14,2,3,0,0,0,2,0,2,1,11,0,2,-14.853,1
