firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,opp_killsat10,opp_assistsat10,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,opp_killsat15,opp_assistsat15,side
1,0,0,0,1,0,0,7,5,-1.39,-1.34,-17,1,2,1,0,1.53,1.47,13,3,5,3,3,1
1,0,1,0,1,1,1,4,0,14.15,-4.68,1,2,4,1,2,30.89,-0.47,-2,4,7,2,3,0
0,1,0,1,0,0,0,0,4,-14.15,4.68,-1,1,2,2,4,-30.89,0.47,2,2,3,4,7,1
1,1,1,1,1,1,1,4,4,8.43,-0.01,-29,3,5,1,1,21,-3.65,-38,4,6,1,1,0
0,0,0,0,0,0,0,4,4,-8.43,0.01,29,1,1,3,5,-21,3.65,38,1,1,4,6,1
1,1,1,1,1,1,1,7,1,18.85,0.96,6,2,2,0,0,25.45,-6.51,4,2,2,1,2,0
0,0,0,0,0,0,0,1,7,-18.85,-0.96,-6,0,0,2,2,-25.45,6.51,-4,1,2,2,2,1
0,1,0,1,0,1,1,10,10,22.42,12.75,19,7,10,4,4,22.79,25.07,44,10,14,6,6,0
1,0,1,0,1,0,0,10,10,-22.42,-12.75,-19,4,4,7,10,-22.79,-25.07,-44,6,6,10,14,1
0,0,0,0,1,1,0,3,2,-7.99,-5.18,30,0,0,3,5,-0.91,-7.59,30,0,0,3,5,0
1,1,1,1,0,0,1,2,3,7.99,5.18,-30,3,5,0,0,0.91,7.59,-30,3,5,0,0,1
1,1,0,1,0,1,1,7,3,15.65,-0.12,18,2,2,1,0,24.2,12.21,50,4,5,2,1,0
0,0,1,0,1,0,0,3,7,-15.65,0.12,-18,1,0,2,2,-24.2,-12.21,-50,2,1,4,5,1
0,0,1,0,0,0,0,3,5,-2.71,9.63,12,1,0,1,1,-32.6,-9.8,8,2,2,4,9,0
1,1,0,1,1,1,1,5,3,2.71,-9.63,-12,1,1,1,0,32.6,9.8,-8,4,9,2,2,1
1,1,0,1,1,1,1,3,2,-2.84,-0.42,3,0,0,0,0,27.61,21.9,36,4,7,1,3,0
0,0,1,0,0,0,0,2,3,2.84,0.42,-3,0,0,0,0,-27.61,-21.9,-36,1,3,4,7,1
0,1,1,1,1,1,1,6,1,-0.71,-3.81,-11,0,0,1,0,25.79,15.5,11,4,5,3,4,0
1,0,0,0,0,0,0,1,6,0.71,3.81,11,1,0,0,0,-25.79,-15.5,-11,3,4,4,5,1
1,1,0,1,1,1,1,5,3,14.49,0.43,3,2,2,0,0,15.52,-0.17,15,4,4,3,3,0
0,0,1,0,0,0,0,3,5,-14.49,-0.43,-3,0,0,2,2,-15.52,0.17,-15,3,3,4,4,1
0,1,1,1,0,1,1,5,4,-3.7,2.86,-11,3,3,3,3,5.24,2.28,-10,6,10,3,3,0
1,0,0,0,1,0,0,4,5,3.7,-2.86,11,3,3,3,3,-5.24,-2.28,10,3,3,6,10,1
0,1,0,1,0,0,0,4,9,-31.29,2.14,-4,2,1,7,7,-45.05,11.14,-2,3,3,8,9,0
1,0,1,0,1,1,1,9,4,31.29,-2.14,4,7,7,2,1,45.05,-11.14,2,8,9,3,3,1
0,0,1,1,1,1,1,7,2,7.01,10.19,43,3,3,3,7,28.31,28.23,55,9,10,4,7,0
1,1,0,0,0,0,0,2,7,-7.01,-10.19,-43,3,7,3,3,-28.31,-28.23,-55,4,7,9,10,1
1,0,1,1,0,1,1,8,8,-4.6,0.81,20,5,9,6,8,5.29,-1.33,5,9,13,7,9,0
0,1,0,0,1,0,0,8,8,4.6,-0.81,-20,6,8,5,9,-5.29,1.33,-5,7,9,9,13,1
0,0,0,1,0,1,1,4,7,-8.38,-5.87,-37,0,0,1,4,-20.53,-2.93,-27,0,0,3,6,0
1,1,1,0,1,0,0,7,4,8.38,5.87,37,1,4,0,0,20.53,2.93,27,3,6,0,0,1
1,1,0,1,1,1,1,7,5,26.15,11.64,10,5,9,1,2,23,20.3,30,6,10,3,5,0
0,0,1,0,0,0,0,5,7,-26.15,-11.64,-10,1,2,5,9,-23,-20.3,-30,3,5,6,10,1
0,0,1,0,0,0,0,6,8,-13.51,15.36,10,2,1,5,7,-14.2,9.27,2,5,4,6,11,0
1,1,0,1,1,1,1,8,6,13.51,-15.36,-10,5,7,2,1,14.2,-9.27,-2,6,11,5,4,1
1,1,0,1,1,1,1,6,3,-2.43,1.41,11,2,5,2,5,26.53,29.91,44,5,9,3,8,0
0,0,1,0,0,0,0,3,6,2.43,-1.41,-11,2,5,2,5,-26.53,-29.91,-44,3,8,5,9,1
1,1,0,1,1,1,1,10,5,18.59,15.28,31,4,5,3,3,54.98,37.14,74,9,11,6,8,0
0,0,1,0,0,0,0,5,10,-18.59,-15.28,-31,3,3,4,5,-54.98,-37.14,-74,6,8,9,11,1
0,0,1,0,0,0,0,3,10,-36.59,-21.33,-36,0,0,6,6,-70.25,-43.85,-89,2,6,10,16,0
1,1,0,1,1,1,1,10,3,36.59,21.33,36,6,6,0,0,70.25,43.85,89,10,16,2,6,1
0,1,0,1,1,0,1,6,2,-6.79,-1.47,1,0,0,2,3,-6.44,15.67,38,1,0,3,5,0
1,0,1,0,0,1,0,2,6,6.79,1.47,-1,2,3,0,0,6.44,-15.67,-38,3,5,1,0,1
1,1,0,0,0,0,0,4,7,-19.46,-8.91,-7,1,0,4,5,-17.18,-7,2,3,4,6,7,0
0,0,1,1,1,1,1,7,4,19.46,8.91,7,4,5,1,0,17.18,7,-2,6,7,3,4,1
1,1,1,1,1,1,1,8,1,26.83,5.56,9,5,15,1,3,49.63,19.32,20,6,18,1,3,0
0,0,0,0,0,0,0,1,8,-26.83,-5.56,-9,1,3,5,15,-49.63,-19.32,-20,1,3,6,18,1
1,0,1,1,1,1,1,4,1,9.16,11.7,4,2,1,1,1,6.45,-4.7,-5,2,1,2,1,0
0,1,0,0,0,0,0,1,4,-9.16,-11.7,-4,1,1,2,1,-6.45,4.7,5,2,1,2,1,1
1,0,1,1,0,0,0,4,6,-5.1,-4.95,-22,2,3,4,7,-32.05,-28.04,-48,2,3,7,9,0
0,1,0,0,1,1,1,6,4,5.1,4.95,22,4,7,2,3,32.05,28.04,48,7,9,2,3,1
1,1,0,1,1,1,1,6,2,9.35,4.32,3,2,2,0,0,59.89,43.76,63,6,10,0,0,0
0,0,1,0,0,0,0,2,6,-9.35,-4.32,-3,0,0,2,2,-59.89,-43.76,-63,0,0,6,10,1
0,0,1,0,1,1,1,6,4,6.29,-0.49,5,3,7,4,7,-10.58,-27.33,-35,3,7,7,16,0
0,1,0,1,0,0,0,4,6,-6.29,0.49,-5,4,7,3,7,10.58,27.33,35,7,16,3,7,1
0,0,0,1,1,0,0,2,5,-10.11,-0.68,-3,1,1,3,6,-22.97,-4.45,-10,2,4,5,12,0
1,1,1,0,0,1,1,5,2,10.11,0.68,3,3,6,1,1,22.97,4.45,10,5,12,2,4,1
0,0,0,0,0,1,0,1,5,-8.25,-2.08,-17,2,0,2,2,-11.3,4.66,-14,3,3,2,2,0
1,1,1,1,1,0,1,5,1,8.25,2.08,17,2,2,2,0,11.3,-4.66,14,2,2,3,3,1
1,1,1,1,1,1,1,4,4,1.42,10.43,6,1,1,0,0,2.86,1.66,-3,2,3,0,0,0
0,0,0,0,0,0,0,4,4,-1.42,-10.43,-6,0,0,1,1,-2.86,-1.66,3,0,0,2,3,1
0,0,1,0,0,1,0,2,5,-12.52,-9.01,-28,2,1,3,8,-19.95,-3.5,-42,4,6,4,10,0
1,1,0,1,1,0,1,5,2,12.52,9.01,28,3,8,2,1,19.95,3.5,42,4,10,4,6,1
1,1,0,0,1,0,0,1,3,-10.46,-7.07,-27,2,2,3,7,-2.96,2.23,-26,5,9,5,8,0
0,0,1,1,0,1,1,3,1,10.46,7.07,27,3,7,2,2,2.96,-2.23,26,5,8,5,9,1
0,1,0,0,0,0,0,0,5,-9.94,-11.2,-25,0,0,1,1,-43.73,-30.69,-65,0,0,3,6,0
1,0,1,1,1,1,1,5,0,9.94,11.2,25,1,1,0,0,43.73,30.69,65,3,6,0,0,1
1,1,0,0,1,1,0,2,5,20.79,17.21,42,3,6,0,0,4.71,11.68,44,3,6,2,4,0
0,0,1,1,0,0,1,5,2,-20.79,-17.21,-42,0,0,3,6,-4.71,-11.68,-44,2,4,3,6,1
1,0,1,1,0,0,0,3,8,-15.6,0.46,-15,2,4,2,4,-17.13,-20.8,-37,3,6,3,7,0
0,1,0,0,1,1,1,8,3,15.6,-0.46,15,2,4,2,4,17.13,20.8,37,3,7,3,6,1
0,0,1,1,0,1,1,3,3,1.59,-3.5,-7,3,5,2,3,-6.66,-19.27,-36,5,9,4,5,0
1,1,0,0,1,0,0,3,3,-1.59,3.5,7,2,3,3,5,6.66,19.27,36,4,5,5,9,1
1,1,1,1,1,1,1,6,2,5.19,-2.87,-8,1,1,1,1,34.37,21.5,40,3,3,1,1,0
0,0,0,0,0,0,0,2,6,-5.19,2.87,8,1,1,1,1,-34.37,-21.5,-40,1,1,3,3,1
0,1,1,1,1,1,1,8,3,-5.94,4.07,18,0,0,2,4,17.17,13.72,41,3,4,5,11,0
1,0,0,0,0,0,0,3,8,5.94,-4.07,-18,2,4,0,0,-17.17,-13.72,-41,5,11,3,4,1
1,0,1,1,1,1,1,8,3,6.03,5.32,48,4,7,5,12,11.21,1.13,46,4,7,6,14,0
0,1,0,0,0,0,0,3,8,-6.03,-5.32,-48,5,12,4,7,-11.21,-1.13,-46,6,14,4,7,1
0,0,1,0,0,0,0,2,4,-9.78,-0.97,-21,0,0,2,5,-22.96,-5.84,-30,0,0,4,8,0
1,1,0,1,1,1,1,4,2,9.78,0.97,21,2,5,0,0,22.96,5.84,30,4,8,0,0,1
0,0,1,0,1,1,1,4,4,-2.15,4.99,8,2,2,2,2,18.33,13.79,10,8,15,4,5,0
1,1,0,1,0,0,0,4,4,2.15,-4.99,-8,2,2,2,2,-18.33,-13.79,-10,4,5,8,15,1
0,1,1,0,0,0,0,4,1,2.54,2.05,-3,0,0,1,2,-0.19,-6.26,-26,0,0,1,2,0
1,0,0,1,1,1,1,1,4,-2.54,-2.05,3,1,2,0,0,0.19,6.26,26,1,2,0,0,1
1,0,1,0,1,0,0,1,3,6.02,-0.8,28,1,1,1,1,10.41,2.92,36,1,1,1,1,0
0,1,0,1,0,1,1,3,1,-6.02,0.8,-28,1,1,1,1,-10.41,-2.92,-36,1,1,1,1,1
1,1,0,1,0,1,1,5,7,2.71,7.34,5,4,4,1,1,19.8,22.94,-2,10,13,2,2,0
0,0,1,0,1,0,0,7,5,-2.71,-7.34,-5,1,1,4,4,-19.8,-22.94,2,2,2,10,13,1
1,1,1,1,1,1,1,5,2,11.73,5.64,13,1,0,0,0,26.09,8.74,29,1,0,1,2,0
0,0,0,0,0,0,0,2,5,-11.73,-5.64,-13,0,0,1,0,-26.09,-8.74,-29,1,2,1,0,1
0,1,0,1,0,1,0,4,6,-11.38,-8.07,-54,1,0,1,1,-29.75,-19.59,-104,2,2,2,2,0
1,0,1,0,1,0,1,6,4,11.38,8.07,54,1,1,1,0,29.75,19.59,104,2,2,2,2,1
0,0,0,0,1,1,0,1,4,16.32,2.78,-11,5,7,1,0,5.16,2.65,-18,5,7,1,0,0
1,1,1,1,0,0,1,4,1,-16.32,-2.78,11,1,0,5,7,-5.16,-2.65,18,1,0,5,7,1
0,1,1,1,1,1,1,6,2,9.09,6.12,-3,4,14,2,3,6.98,-5.38,-24,6,18,3,6,0
1,0,0,0,0,0,0,2,6,-9.09,-6.12,3,2,3,4,14,-6.98,5.38,24,3,6,6,18,1
0,0,1,1,1,1,0,4,4,-0.01,28.51,53,4,4,3,6,-23.62,-2.73,25,10,16,10,18,0
1,1,0,0,0,0,1,4,4,0.01,-28.51,-53,3,6,4,4,23.62,2.73,-25,10,18,10,16,1
1,0,0,1,0,0,0,5,6,4.61,-7.44,-6,4,6,2,2,-1.43,-4.84,-22,5,9,2,2,0
0,1,1,0,1,1,1,6,5,-4.61,7.44,6,2,2,4,6,1.43,4.84,22,2,2,5,9,1
0,0,1,0,1,1,1,8,0,1.53,7.94,9,0,0,1,1,29.35,17.98,49,1,1,3,8,0
1,1,0,1,0,0,0,0,8,-1.53,-7.94,-9,1,1,0,0,-29.35,-17.98,-49,3,8,1,1,1
1,0,1,0,1,1,1,4,1,6.89,2.65,11,1,1,1,0,15.04,10.78,8,2,3,1,0,0
0,1,0,1,0,0,0,1,4,-6.89,-2.65,-11,1,0,1,1,-15.04,-10.78,-8,1,0,2,3,1
1,0,0,1,0,1,1,2,6,0.27,-9.38,-7,2,1,2,1,-28.92,-32.58,-42,4,7,6,5,0
0,1,1,0,1,0,0,6,2,-0.27,9.38,7,2,1,2,1,28.92,32.58,42,6,5,4,7,1
0,0,1,1,1,1,1,7,0,-13.66,1.93,3,0,0,4,8,14.72,25.49,21,3,8,5,9,0
1,1,0,0,0,0,0,0,7,13.66,-1.93,-3,4,8,0,0,-14.72,-25.49,-21,5,9,3,8,1
0,0,1,0,1,1,1,4,2,7.28,-2.61,-3,4,7,2,2,20.76,-0.87,-9,5,9,2,2,0
1,1,0,0,0,0,0,2,4,-7.28,2.61,3,2,2,4,7,-20.76,0.87,9,2,2,5,9,1
0,0,0,1,1,0,1,1,4,-18.17,-4.65,-30,0,0,1,2,-11.36,6.54,-14,1,2,1,2,0
1,1,1,0,0,1,0,4,1,18.17,4.65,30,1,2,0,0,11.36,-6.54,14,1,2,1,2,1
1,0,1,0,1,0,0,3,6,-15.88,-22.82,-34,2,4,4,8,-33.79,-45.46,-74,2,4,6,11,0
0,1,0,1,0,1,1,6,3,15.88,22.82,34,4,8,2,4,33.79,45.46,74,6,11,2,4,1
1,1,1,1,1,1,1,4,2,11.94,6.42,-18,4,9,1,1,13,2.53,-3,5,10,4,5,0
0,0,0,0,0,0,0,2,4,-11.94,-6.42,18,1,1,4,9,-13,-2.53,3,4,5,5,10,1
0,0,1,0,1,0,0,6,7,1.61,-2.44,4,1,2,2,1,-12.19,-16.67,-14,2,5,4,5,0
1,1,0,1,0,1,1,7,6,-1.61,2.44,-4,2,1,1,2,12.19,16.67,14,4,5,2,5,1
0,1,0,1,1,1,1,7,2,14.48,-4.82,6,4,6,2,6,23.81,0.93,25,5,6,3,7,0
1,0,1,0,0,0,0,2,7,-14.48,4.82,-6,2,6,4,6,-23.81,-0.93,-25,3,7,5,6,1
1,0,0,1,0,1,1,6,6,-6.36,0.94,23,1,2,3,4,11.59,20.04,34,3,6,3,4,0
0,1,1,0,1,0,0,6,6,6.36,-0.94,-23,3,4,1,2,-11.59,-20.04,-34,3,4,3,6,1
1,1,0,1,1,1,1,12,2,4.39,-1.33,13,1,0,2,5,49.29,31.5,71,5,5,3,8,0
0,0,1,0,0,0,0,2,12,-4.39,1.33,-13,2,5,1,0,-49.29,-31.5,-71,3,8,5,5,1
0,1,0,0,0,0,0,2,10,-31.47,-9.27,-44,1,1,6,7,-74.48,-16.57,-68,3,4,11,13,0
1,0,1,0,1,1,1,10,2,31.47,9.27,44,6,7,1,1,74.48,16.57,68,11,13,3,4,1
1,1,1,1,1,1,1,7,2,10.41,12.58,11,2,0,0,0,49.2,38.9,44,5,1,0,0,0
0,0,0,0,0,0,0,2,7,-10.41,-12.58,-11,0,0,2,0,-49.2,-38.9,-44,0,0,5,1,1
0,1,0,1,1,1,1,7,3,10.97,14.93,18,3,3,1,1,26.61,9.09,39,3,3,3,4,0
1,0,1,0,0,0,0,3,7,-10.97,-14.93,-18,1,1,3,3,-26.61,-9.09,-39,3,4,3,3,1
0,0,1,1,1,0,0,6,5,-6.99,-6.03,29,1,2,4,5,-7.4,-14.05,20,3,4,8,12,0
1,1,0,0,0,1,1,5,6,6.99,6.03,-29,4,5,1,2,7.4,14.05,-20,8,12,3,4,1
1,0,1,1,1,1,1,3,2,-1.15,-6.7,-26,1,2,1,2,-2.34,-5.87,-21,2,6,3,7,0
0,1,0,0,0,0,0,2,3,1.15,6.7,26,1,2,1,2,2.34,5.87,21,3,7,2,6,1
0,0,1,0,1,0,0,7,7,-37.82,-18.59,-41,2,2,9,8,-19.43,-17.74,-51,3,4,10,10,0
1,1,0,1,0,1,1,7,7,37.82,18.59,41,9,8,2,2,19.43,17.74,51,10,10,3,4,1
1,1,1,1,1,1,1,4,2,1.55,0.48,3,2,2,1,1,12.93,-6.58,-17,3,3,2,3,0
0,0,0,0,0,0,0,2,4,-1.55,-0.48,-3,1,1,2,2,-12.93,6.58,17,2,3,3,3,1
0,0,1,1,0,1,1,5,3,7.04,0.39,-9,2,2,1,1,9.57,-3.99,-20,5,5,4,3,0
1,1,0,0,1,0,0,3,5,-7.04,-0.39,9,1,1,2,2,-9.57,3.99,20,4,3,5,5,1
0,0,0,0,0,0,0,4,8,-24.35,-9.82,5,0,0,1,2,-24.3,-5.36,3,0,0,1,2,0
1,1,1,1,1,1,1,8,4,24.35,9.82,-5,1,2,0,0,24.3,5.36,-3,1,2,0,0,1
0,0,1,0,1,0,0,8,3,-1.56,-2.99,2,1,2,2,3,8.16,-4.89,36,4,11,7,13,0
1,1,0,1,0,1,1,3,8,1.56,2.99,-2,2,3,1,2,-8.16,4.89,-36,7,13,4,11,1
1,1,1,1,1,1,1,6,3,15.45,-0.68,-13,3,3,1,1,38.27,9.53,-15,8,15,2,3,0
0,0,0,0,0,0,0,3,6,-15.45,0.68,13,1,1,3,3,-38.27,-9.53,15,2,3,8,15,1
0,1,0,0,1,1,1,8,5,-0.18,3.31,22,1,1,2,2,10.26,9.09,33,2,2,2,2,0
1,0,1,1,0,0,0,5,8,0.18,-3.31,-22,2,2,1,1,-10.26,-9.09,-33,2,2,2,2,1
0,0,1,1,0,1,1,5,7,-3.7,3.07,-2,4,4,3,5,-0.86,3.32,-3,5,6,4,5,0
1,1,0,0,1,0,0,7,5,3.7,-3.07,2,3,5,4,4,0.86,-3.32,3,4,5,5,6,1
0,1,1,0,0,0,0,2,2,-12.21,-7.85,3,0,0,3,3,-24.44,-18.72,-21,0,0,4,5,0
1,0,0,1,1,1,1,2,2,12.21,7.85,-3,3,3,0,0,24.44,18.72,21,4,5,0,0,1
0,0,0,1,0,0,1,5,7,5.67,4.49,28,3,5,3,6,12.22,14.68,37,4,6,3,6,0
1,1,1,0,1,1,0,7,5,-5.67,-4.49,-28,3,6,3,5,-12.22,-14.68,-37,3,6,4,6,1
1,1,0,1,1,1,1,7,3,16.98,11.73,41,1,2,0,0,33.18,10.84,32,3,4,1,0,0
0,0,1,0,0,0,0,3,7,-16.98,-11.73,-41,0,0,1,2,-33.18,-10.84,-32,1,0,3,4,1
1,0,1,1,0,1,1,5,6,6.12,-2.13,4,0,0,0,0,13.35,-1.37,2,1,2,0,0,0
0,1,0,0,1,0,0,6,5,-6.12,2.13,-4,0,0,0,0,-13.35,1.37,-2,0,0,1,2,1
0,0,0,0,0,0,0,3,5,-21.47,-13.61,-4,0,0,5,11,-36.49,-18.62,-22,2,4,7,16,0
1,1,1,1,1,1,1,5,3,21.47,13.61,4,5,11,0,0,36.49,18.62,22,7,16,2,4,1
1,1,1,1,1,1,1,8,0,14.39,3.74,37,0,0,0,0,48.99,17.41,70,1,1,0,0,0
0,0,0,0,0,0,0,0,8,-14.39,-3.74,-37,0,0,0,0,-48.99,-17.41,-70,0,0,1,1,1
0,0,1,0,1,0,0,4,5,1.69,7.01,20,0,0,1,2,-10.69,-10.09,-9,0,0,3,4,0
1,1,0,1,0,1,1,5,4,-1.69,-7.01,-20,1,2,0,0,10.69,10.09,9,3,4,0,0,1
0,1,1,0,0,0,0,1,4,-23.12,-20.46,-26,0,0,5,6,-36.44,-30.09,-31,3,6,10,17,0
1,0,0,1,1,1,1,4,1,23.12,20.46,26,5,6,0,0,36.44,30.09,31,10,17,3,6,1
1,1,1,1,1,1,1,6,1,4.59,0.95,8,0,0,0,0,35.27,8.45,8,3,8,0,0,0
0,0,0,0,0,0,0,1,6,-4.59,-0.95,-8,0,0,0,0,-35.27,-8.45,-8,0,0,3,8,1
0,0,0,0,0,0,0,4,7,-3.82,-5.55,1,1,1,1,2,-11.37,2.05,23,1,1,1,2,0
1,1,1,1,1,1,1,7,4,3.82,5.55,-1,1,2,1,1,11.37,-2.05,-23,1,2,1,1,1
1,1,0,0,0,0,0,5,10,0.98,4.22,-18,4,11,0,0,-23.67,-16.08,-41,4,11,3,7,0
0,0,1,1,1,1,1,10,5,-0.98,-4.22,18,0,0,4,11,23.67,16.08,41,3,7,4,11,1
1,1,1,0,1,1,1,5,2,12.19,7.47,2,3,6,2,3,21.95,5.83,7,7,16,4,6,0
0,0,0,1,0,0,0,2,5,-12.19,-7.47,-2,2,3,3,6,-21.95,-5.83,-7,4,6,7,16,1
0,0,0,0,1,1,1,4,6,-6.17,-4.31,8,2,2,2,3,-11.76,-10.99,6,2,2,4,6,0
1,1,1,0,0,0,0,6,4,6.17,4.31,-8,2,3,2,2,11.76,10.99,-6,4,6,2,2,1
0,1,1,1,0,1,1,6,3,-3.92,1.21,35,0,0,2,4,15.38,3.03,57,2,3,3,8,0
1,0,0,0,1,0,0,3,6,3.92,-1.21,-35,2,4,0,0,-15.38,-3.03,-57,3,8,2,3,1
0,0,1,0,1,1,1,12,5,18.74,8.88,36,5,9,2,3,40.42,6.66,51,6,9,4,6,0
1,1,0,1,0,0,0,5,12,-18.74,-8.88,-36,2,3,5,9,-40.42,-6.66,-51,4,6,6,9,1
1,1,1,0,1,1,1,8,2,12.22,-3.03,15,0,0,0,0,35.97,9.59,58,1,1,1,2,0
0,0,0,1,0,0,0,2,8,-12.22,3.03,-15,0,0,0,0,-35.97,-9.59,-58,1,2,1,1,1
1,0,0,0,0,0,1,3,10,-2.27,-6.76,-13,3,4,1,1,-14.63,3.63,3,6,10,5,8,0
0,1,1,1,1,1,0,10,3,2.27,6.76,13,1,1,3,4,14.63,-3.63,-3,5,8,6,10,1
1,1,1,1,1,1,1,7,3,13.1,5.16,37,4,3,2,2,45.97,25.35,66,7,6,2,2,0
0,0,0,0,0,0,0,3,7,-13.1,-5.16,-37,2,2,4,3,-45.97,-25.35,-66,2,2,7,6,1
0,0,1,1,1,1,1,6,2,7.21,-5.27,-30,4,11,2,6,41.97,12.09,-37,10,22,4,10,0
1,1,0,0,0,0,0,2,6,-7.21,5.27,30,2,6,4,11,-41.97,-12.09,37,4,10,10,22,1
0,0,1,1,0,0,0,3,5,-20.91,-10.31,-9,0,0,5,8,-31.49,-17.12,-5,3,3,8,12,0
1,1,0,0,1,1,1,5,3,20.91,10.31,9,5,8,0,0,31.49,17.12,5,8,12,3,3,1
0,0,1,0,0,0,0,3,7,-7.39,7.13,6,0,0,1,2,-11.88,-11.04,-6,1,2,2,4,0
1,1,0,1,1,1,1,7,3,7.39,-7.13,-6,1,2,0,0,11.88,11.04,6,2,4,1,2,1
0,0,1,0,1,0,1,4,2,5.79,8.11,19,1,2,1,2,9.76,-2.02,29,2,4,2,2,0
1,1,0,1,0,1,0,2,4,-5.79,-8.11,-19,1,2,1,2,-9.76,2.02,-29,2,2,2,4,1
0,0,1,1,1,0,1,5,3,-2,1.36,6,0,0,1,2,1.54,-0.98,4,0,0,2,5,0
1,1,0,0,0,1,0,3,5,2,-1.36,-6,1,2,0,0,-1.54,0.98,-4,2,5,0,0,1
1,1,0,1,0,0,1,6,2,6.28,-3.12,1,1,2,0,0,-4.08,1.21,9,2,4,1,1,0
0,0,1,0,1,1,0,2,6,-6.28,3.12,-1,0,0,1,2,4.08,-1.21,-9,1,1,2,4,1
0,0,1,1,1,0,1,6,7,-26.79,-11.21,-5,0,0,5,12,-20.11,-19.38,-13,2,5,5,12,0
1,1,0,0,0,1,0,7,6,26.79,11.21,5,5,12,0,0,20.11,19.38,13,5,12,2,5,1
1,0,0,0,0,1,0,1,9,0.75,-3.18,-22,4,9,1,2,-12.17,-7.14,-38,5,12,1,2,0
0,1,1,1,1,0,1,9,1,-0.75,3.18,22,1,2,4,9,12.17,7.14,38,1,2,5,12,1
1,1,1,1,1,1,1,10,3,12.78,-1.18,9,2,4,1,2,56.56,8.92,33,5,10,1,2,0
0,0,0,0,0,0,0,3,10,-12.78,1.18,-9,1,2,2,4,-56.56,-8.92,-33,1,2,5,10,1
1,1,1,1,1,1,1,5,3,20.26,17.52,35,4,7,1,1,43.21,35.32,57,8,13,2,1,0
0,0,0,0,0,0,0,3,5,-20.26,-17.52,-35,1,1,4,7,-43.21,-35.32,-57,2,1,8,13,1
0,1,1,1,1,1,1,9,0,12.56,7.27,29,2,2,3,4,33.09,14.54,52,3,5,4,7,0
1,0,0,0,0,0,0,0,9,-12.56,-7.27,-29,3,4,2,2,-33.09,-14.54,-52,4,7,3,5,1
1,1,0,0,0,0,0,2,5,19.95,11.99,21,5,10,1,3,14.61,14.65,41,8,17,3,7,0
0,0,1,1,1,1,1,5,2,-19.95,-11.99,-21,1,3,5,10,-14.61,-14.65,-41,3,7,8,17,1
1,0,1,1,1,1,1,7,1,10.48,-4.33,-21,1,1,0,0,40.69,-6.04,-20,4,7,1,1,0
0,1,0,0,0,0,0,1,7,-10.48,4.33,21,0,0,1,1,-40.69,6.04,20,1,1,4,7,1
0,0,0,0,0,0,0,2,4,-7.87,0.59,-19,0,0,1,1,-17.54,-7.03,-30,0,0,2,3,0
1,1,1,1,1,1,1,4,2,7.87,-0.59,19,1,1,0,0,17.54,7.03,30,2,3,0,0,1
1,1,0,1,0,0,0,4,4,4.26,2.84,-11,1,2,0,0,1.42,0.06,-6,3,4,1,1,0
0,0,1,0,1,1,1,4,4,-4.26,-2.84,11,0,0,1,2,-1.42,-0.06,6,1,1,3,4,1
0,1,0,0,1,1,1,9,3,2.74,1.08,17,0,0,1,1,27.55,6.25,29,1,1,2,5,0
1,0,1,0,0,0,0,3,9,-2.74,-1.08,-17,1,1,0,0,-27.55,-6.25,-29,2,5,1,1,1
0,0,0,0,0,0,0,8,11,-10.09,-6.77,-20,4,7,4,5,-39.92,-12.9,-25,4,7,6,7,0
1,1,1,0,1,1,1,11,8,10.09,6.77,20,4,5,4,7,39.92,12.9,25,6,7,4,7,1
1,1,1,1,1,1,1,9,0,8.92,3.23,19,1,2,1,3,37.44,2.98,36,2,4,2,4,0
0,0,0,0,0,0,0,0,9,-8.92,-3.23,-19,1,3,1,2,-37.44,-2.98,-36,2,4,2,4,1
0,0,1,0,1,0,0,8,5,-9.88,5.41,20,0,0,5,11,7.55,20.78,30,2,3,5,11,0
1,1,0,1,0,1,1,5,8,9.88,-5.41,-20,5,11,0,0,-7.55,-20.78,-30,5,11,2,3,1
0,1,0,0,1,1,1,4,3,-6.25,5.57,12,0,0,1,1,3.31,3.86,19,3,5,3,3,0
1,0,1,1,0,0,0,3,4,6.25,-5.57,-12,1,1,0,0,-3.31,-3.86,-19,3,3,3,5,1
0,1,1,0,1,0,0,8,2,1.04,7.36,11,0,0,1,2,13.73,-1.13,-12,1,1,2,3,0
1,0,0,1,0,1,1,2,8,-1.04,-7.36,-11,1,2,0,0,-13.73,1.13,12,2,3,1,1,1
0,0,0,0,1,1,1,3,3,-3.55,4.24,10,0,0,1,1,4.32,8.59,11,2,5,2,4,0
1,1,1,1,0,0,0,3,3,3.55,-4.24,-10,1,1,0,0,-4.32,-8.59,-11,2,4,2,5,1
0,0,0,0,0,0,1,5,8,-6.74,-4.28,-3,0,0,1,0,-14.41,2.12,3,1,1,2,0,0
1,1,1,1,1,1,0,8,5,6.74,4.28,3,1,0,0,0,14.41,-2.12,-3,2,0,1,1,1
0,0,0,0,0,1,0,7,5,2.57,6.7,12,2,3,2,2,-9.29,11.46,15,3,6,3,2,0
